NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NumberOfOfficers,OfficerRace,OfficerGender
1,F,Y,B,M,33,6,L;W;W;W;W;B,F;M;F;M;M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,20-29,1,B,M
1,F,U,B,M,23,1,L,F
1,N,Y,B,M,21,1,W,M
1,N,U,B,M,50-59,1,B,F
1,N,U,B,M,0-19,1,B,M
1,N,U,B,M,50-59,1,W,M
1,N,U,B,U,U,2,W;L,M;M
1,U,U,B,U,U,2,W;L,M;M
1,U,U,W,M,40-49,1,A,M
1,N,U,L,M,0-19,2,W;L,M;M
1,N,U,B,M,0-19,1,L,F
1,N,U,B,M,20-29,2,L;W,M;M
1,F,U,B,M,20-29,1,W,M
1,N,U,B,M,20-29,1,W,F
1,N,U,B,M,20-29,1,L,M
1,F,U,B,U,U,1,L,M
1,F,U,B,U,U,1,L,M
1,N,U,B,M,20-29,1,W,M
1,F,Y,B,M,24,3,L;L;L,M;M;M
1,N,U,B,M,20-29,1,L,M
1,N,U,L,M,20-29,1,W,F
1,N,U,L,F,30-39,2,L;W,M;F
1,N,U,B,M,20-29,1,W,F
1,N,U,W,F,0-19,2,L;B,M;M
1,N,U,L,M,20-29,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,L,M,20-29,1,L,M
1,N,U,B,M,0-19,1,L,M
1,N,U,B,M,30-39,2,L;L,M;M
1,N,Y,B,U,U,3,W;L;L,M;M;M
1,N,Y,B,U,U,3,W;L;L,M;M;M
1,U,Y,B,U,U,3,W;L;L,M;M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,L,M,20-29,1,W,M
1,N,U,L,U,U,1,L,M
1,N,U,L,U,U,1,L,M
1,F,U,B,M,56,2,W;W,M;M
1,N,U,B,M,30-39,1,L,M
1,N,U,L,M,0-19,1,W,M
1,F,U,L,U,U,3,L;W;W,M;M;M
1,N,U,L,U,U,3,L;W;W,M;M;M
1,N,U,L,U,U,3,L;W;W,M;M;M
1,N,U,L,M,0-19,1,W,M
1,N,U,B,M,0-19,1,W,M
1,N,Y,B,U,U,5,L;L;L;B;W,M;M;M;M;M
1,N,Y,B,U,U,5,L;L;L;B;W,M;M;M;M;M
1,N,Y,B,U,U,5,L;L;L;B;W,M;M;M;M;M
1,F,Y,B,M,50-59,1,L,M
1,F,Y,B,M,29,4,L;W;L;L,M;M;M;M
1,F,Y,L,M,30-39,2,W;L,M;M
1,N,U,B,M,U,2,W;W,M;F
1,N,N,B,M,20-29,1,W,M
1,N,U,B,M,40-49,2,W;W,F;M
1,N,U,L,M,20-29,1,W,M
1,F,N,B,M,20-29,1,W,M
1,N,U,B,M,0-19,2,B;B,M;M
1,N,N,L,M,37,1,L,M
1,N,U,B,M,17,2,B;B,F;M
1,F,U,B,M,25,1,W,M
1,N,N,B,U,U,1,L,M
1,F,N,B,U,U,1,L,M
1,N,Y,B,M,24,1,B,M
1,N,U,B,M,0-19,2,W;L,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,0-19,2,W;W,M;M
1,N,U,L,M,20-29,2,L;L,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,20-29,0,,U
1,N,U,L,M,0-19,1,W,M
1,N,Y,B,M,20-29,2,B;B,F;M
1,N,U,B,M,20-29,1,L,M
1,N,U,B,M,20-29,1,B,M
1,N,U,L,M,30-39,2,B;W,M;M
1,F,U,B,M,50-59,2,W;W,M;M
1,N,U,B,M,20-29,1,B,M
1,F,U,B,U,U,2,W;W,M;M
1,N,U,B,U,U,2,W;W,M;M
1,N,U,B,M,18,1,B,M
1,F,U,B,M,27,2,W;L,M;M
1,F,N,B,M,40,1,B,M
1,N,U,B,M,17,2,W;W,M;M
1,N,U,B,M,0-19,1,L,M
1,N,U,W,M,20-29,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,N,B,U,U,2,B;B,F;F
1,U,U,B,U,U,2,B;B,F;F
1,U,U,U,U,U,2,B;B,F;F
1,U,U,U,U,U,2,B;B,F;F
1,N,U,B,M,20-29,2,W;W,M;M
1,U,U,B,M,60-69,1,B,M
1,F,Y,B,M,0-19,1,W,M
1,F,U,B,M,27,10,W;W;W;L;W;W;L;W;W;L,M;F;M;M;M;M;M;M;M;M
1,N,U,B,U,U,1,W,M
1,N,U,B,U,U,1,W,M
1,N,U,W,M,30-39,1,W,M
1,N,U,B,M,20-29,2,W;W,M;M
1,F,U,B,M,18,2,L;W,M;M
1,F,U,B,U,U,1,B,M
1,N,U,B,U,U,1,B,M
1,N,U,B,M,18,1,B,M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,U,U,1,B,M
1,N,U,B,U,U,1,B,M
1,N,U,B,M,40-49,1,W,M
1,N,N,B,U,U,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
1,N,N,B,U,U,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
1,F,N,B,U,U,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
1,N,N,B,M,30-39,2,B;L,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,0-19,1,B,M
1,N,U,B,M,17,1,A,M
1,N,U,B,M,0-19,2,W;W,M;M
1,N,U,B,U,U,2,L;L,M;M
1,N,U,B,U,U,2,L;L,M;M
1,N,U,B,M,20-29,1,W,M
1,F,U,B,U,U,1,B,M
1,N,U,B,U,U,1,B,M
1,N,U,B,U,U,1,B,M
1,N,U,B,U,U,1,B,M
1,N,U,L,M,20-29,2,W;B,M;M
1,N,U,B,M,20-29,1,B,M
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,N,U,B,M,U,2,L;B,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,30-39,1,L,M
1,N,N,B,F,20-29,3,W;L;W,M;M;M
1,F,U,B,U,U,1,A,M
1,F,U,U,U,U,1,A,M
1,N,U,B,M,19,2,B;L,M;M
1,F,N,B,U,U,1,W,M
1,U,N,W,U,U,1,W,M
1,N,Y,B,M,U,1,B,U
1,N,U,L,M,40-49,2,L;W,M;M
1,N,U,B,M,0-19,3,W;W;L,M;M;M
1,N,U,L,M,20-29,2,W;L,M;M
1,N,U,B,M,17,1,B,M
1,F,Y,B,M,19,3,L;L;A,M;M;M
1,N,U,B,M,30-39,5,L;W;L;W;W,M;M;M;M;M
1,N,U,B,M,30-39,1,B,M
1,F,U,B,M,18,4,W;B;L;B,M;M;M;M
1,N,U,B,M,20-29,3,B;W;L,M;M;M
1,N,U,W,M,16,1,L,M
1,F,U,L,M,21,3,W;W;W,M;M;M
1,F,U,B,M,20-29,1,W,M
1,F,U,B,M,15,1,W,M
1,F,U,B,M,16,1,B,M
1,N,U,B,M,17,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,M,20-29,2,L;W,M;M
1,N,Y,L,U,U,2,W;W,F;M
1,N,Y,L,U,U,2,W;W,F;M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,W,M,30-39,2,W;B,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,20-29,2,B;B,M;M
1,N,U,B,M,20-29,1,B,M
1,N,U,B,M,20-29,1,L,M
1,N,U,L,U,U,1,W,M
1,N,U,L,U,U,1,W,M
1,N,U,B,M,20-29,2,B;B,M;M
1,N,U,B,U,U,1,L,M
1,N,U,B,U,U,1,L,M
1,F,U,B,M,33,1,L,M
1,N,U,L,M,0-19,1,B,M
1,F,U,B,M,19,1,L,M
1,N,U,B,M,0-19,1,W,M
1,N,U,W,M,30-39,1,W,M
1,N,U,B,M,0-19,1,W,M
1,N,U,B,M,20-29,1,W,M
1,F,U,B,M,18,2,B;B,M;F
1,N,U,L,M,U,2,W;B,M;M
1,N,U,B,M,0-19,1,L,M
1,N,U,L,M,40-49,1,W,M
1,N,U,L,M,U,1,W,M
1,N,U,W,M,20-29,1,W,M
1,F,Y,B,M,50,3,L;L;L,M;M;M
1,N,Y,B,M,20-29,3,L;L;L,M;M;M
1,U,U,B,F,30-39,1,B,F
1,N,U,B,M,30-39,2,B;B,M;M
1,N,U,B,M,20-29,1,W,M
1,N,Y,B,U,U,1,B,M
1,N,N,B,U,U,1,B,M
1,N,U,B,M,13,1,B,M
1,N,U,L,M,U,1,B,M
1,N,U,B,M,0-19,1,L,M
1,N,U,B,M,20-29,1,W,M
1,U,U,B,M,20-29,1,W,M
1,F,U,L,M,30-39,1,W,M
1,F,U,B,M,44,1,W,M
1,N,Y,B,M,28,1,W,M
1,N,Y,B,U,U,4,W;W;L;L,M;M;M;M
1,F,Y,U,U,U,4,W;W;L;L,M;M;M;M
1,N,U,B,M,20-29,1,L,M
1,N,U,B,M,U,1,W,M
1,N,U,B,M,0-19,1,A,M
1,N,U,B,M,40-49,3,L;W;W,M;M;M
1,U,U,B,U,U,2,L;W,M;M
1,N,U,B,U,U,2,L;W,M;M
1,N,U,B,U,U,2,B;B,M;M
1,N,U,A,U,U,2,B;B,M;M
1,U,U,B,M,0-19,1,W,M
1,N,U,B,M,20-29,1,B,M
1,N,Y,B,M,24,4,L;L;B;I,M;M;M;M
1,N,U,A,M,20-29,1,B,F
1,N,U,B,M,20-29,1,B,F
1,F,U,B,M,20-29,2,W;W,M;M
1,F,U,W,M,30-39,1,L,M
1,N,U,B,M,12,1,L,M
1,N,U,B,M,16,1,A,M
1,N,U,L,M,0-19,1,W,M
1,N,Y,B,M,29,2,L;U,M;U
1,N,U,B,U,U,9,W;B;B;B;B;L;L;L;B,M;M;M;M;M;M;M;M;M
1,F,U,B,U,U,9,W;B;B;B;B;L;L;L;B,M;M;M;M;M;M;M;M;M
1,N,U,W,M,24,1,L,M
1,F,N,B,M,17,1,W,M
1,F,N,B,M,19,1,W,M
1,N,U,B,M,30-39,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,M,24,1,B,M
1,N,Y,B,M,26,1,B,M
1,N,U,B,M,0-19,1,B,M
1,N,U,B,M,23,1,L,M
1,F,Y,L,U,U,2,L;L,M;F
1,N,U,L,U,U,2,L;L,M;F
1,N,U,B,M,19,1,L,M
1,N,U,B,M,15,1,B,M
1,N,U,B,M,27,4,L;W;W;L,F;M;M;M
1,N,U,B,M,20-29,1,A,M
1,N,U,B,M,19,1,B,M
1,N,U,B,M,20-29,3,L;W;W,M;M;M
1,N,U,L,M,0-19,1,L,M
1,F,U,B,U,U,2,W;W,M;M
1,N,U,B,U,U,2,W;W,M;M
1,N,U,B,M,20-29,1,W,M
1,F,U,L,U,U,2,L;W,M;F
1,N,U,L,U,U,2,L;W,M;F
1,N,U,B,M,17,1,W,M
1,N,U,B,M,20-29,1,W,M
1,N,U,B,M,0-19,1,W,M
1,F,U,B,M,19,2,L;L,M;F
1,N,U,B,M,30-39,1,W,M
1,N,U,L,M,40-49,1,W,M
1,N,U,B,M,31,1,W,M
1,N,U,B,M,17,1,W,M
1,F,N,B,M,30-39,2,W;W,M;M
1,N,U,B,M,30-39,1,B,M
1,N,U,B,M,0-19,1,W,M
1,N,U,B,M,20-29,2,W;W,M;M
1,N,U,L,F,20-29,2,W;L,M;M
1,N,U,B,M,30-39,1,L,M
1,N,U,L,M,20-29,1,A,M
1,N,U,B,M,20-29,1,W,M
1,N,Y,B,M,29,2,B;U,M;U
1,N,Y,B,M,U,NA,WHITE,MALE
1,N,Y,B,M,U,NA,BLACK,MALE
1,N,N,B,M,U,NA,BLACK,MALE
1,N,N,B,M,U,NA,BLACK,FEMALE
1,F,Y,B,M,U,NA,WHITE;WHITE,MALE;MALE
1,U,NA,B,M,U,NA,WHITE;WHITE,MALE;MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,BLACK,FEMALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,W,M,U,NA,WHITE;WHITE,FEMALE;MALE
1,F,N,B,F,U,NA,WHITE,MALE
1,U,NA,B,M,U,NA,BLACK,MALE
1,N,N,L,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,BLACK,MALE
1,F,N,W,M,U,NA,WHITE,MALE
1,N,N,B,M,U,NA,BLACK,MALE
1,F,Y,B,M,U,NA,WHITE;WHITE;WHITE,MALE;FEMALE;MALE
1,F,N,W,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,BLACK,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,N,N,B,M,U,NA,BLACK,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,WHITE;ASIAN,MALE;MALE
1,N,U,L,M,U,NA,BLACK,MALE
1,U,NA,B,M,U,NA,WHITE,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,W,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,WHITE,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,B,M,U,NA,WHITE,MALE
1,N,Y,B,M,U,NA,WHITE,MALE
1,F,Y,W,M,U,NA,WHITE;WHITE,MALE;MALE
1,F,Y,W,M,U,NA,BLACK;WHITE,MALE;MALE
1,N,U,L,M,U,1,L,M
1,F,N,B,M,36,1,L,M
1,F,N,B,M,16,1,L,M
1,F,Y,B,M,U,1,L,M
1,N,U,B,M,U,1,L,M
1,F,N,B,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,U,U,U,U,U,1,L,M
1,N,U,L,M,U,1,B,F
1,F,Y,L,M,57,1,W,M
1,U,U,U,U,U,1,L,M
1,F,U,L,M,U,2,L;L,M;M
1,N,U,U,U,U,1,B,M
1,N,U,L,U,U,1,L,M
1,N,U,U,U,U,1,L,M
1,N,U,U,U,U,1,B,M
1,F,U,L,M,U,3,B;L;W,M;M;M
1,F,U,B,M,U,1,L,M
1,N,U,B,M,U,2,L;L,F;M
1,N,U,U,U,U,1,L,M
1,U,U,U,U,U,1,L,M
1,N,U,W,M,U,1,L,M
1,U,U,U,U,U,1,L,M
1,U,U,U,U,U,1,B,M
1,U,U,U,U,U,1,B,M
1,N,U,U,U,U,1,B,M
1,N,U,B,M,U,2,L;L,M;M
1,N,U,B,M,U,1,B,M
1,N,U,B,M,U,1,B,F
1,N,U,B,M,U,1,B,M
1,N,Y,U,M,U,1,U,M
1,F,U,B,M,U,1,L,M
1,F,U,B,M,U,1,L,M
1,N,U,B,M,U,1,L,M
1,N,U,B,M,U,1,L,M
1,F,Y,B,M,U,5,L;L;L;B;L,M;M;M;M;M
1,N,U,B,M,U,1,L,M
1,F,Y,B,M,19,2,L;U,M;U
1,F,N,W,M,U,1,L,M
1,N,U,U,U,U,1,B,M
1,N,U,U,U,U,1,W,M
1,N,U,U,U,U,1,B,M
1,F,Y,B,M,22,3,L;L;L,M;M;M
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,B,M,U,1,W,M
1,N,NA,B,M,36,1,W,M
1,F,NA,B,M,26,1,W,M
1,N,NA,B,M,46,1,W,M
1,N,NA,B,M,17,1,W,M
1,N,NA,B,M,16,1,W,M
1,F,NA,W,M,33,1,W,M
1,N,NA,W,M,24,1,W,M
1,F,NA,B,M,22,2,,U
1,N,NA,B,M,17,1,W,M
1,N,NA,L,M,19,1,W,M
1,F,NA,B,M,48,2,W;W,M;M
1,N,NA,B,M,23,1,,U
1,N,NA,B,M,U,1,W,M
1,N,NA,W,M,15,2,W;W,M;M
1,F,NA,L,U,U,3,,U
1,F,NA,L,U,U,3,,U
1,N,NA,B,M,19,1,W,M
1,F,NA,W,M,36,2,W;W,M;M
1,N,NA,W,F,29,1,W,M
1,N,NA,B,M,21,1,B,M
1,N,NA,W,M,50,2,W;W,M;M
1,F,NA,W,M,28,2,W;W,M;M
1,N,NA,B,M,62,1,W,M
1,N,NA,B,M,22,1,W,M
1,F,NA,B,M,22,2,W;W,M;M
1,N,NA,B,M,26,1,W,M
1,N,NA,W,M,36,2,W;W,M;M
1,N,NA,B,M,40,1,W,M
1,N,NA,B,M,27,1,B,M
1,N,NA,B,M,22,1,W,M
1,N,NA,B,M,26,1,B,M
1,N,NA,B,M,17,2,W;W,M;M
1,N,NA,W,M,28,1,W,M
1,F,NA,B,M,50,5,W;W;W;W;W,M;M;M;M;M
1,F,NA,W,M,47,1,A,M
1,N,NA,B,M,44,1,B,M
1,F,NA,B,M,34,2,W;W,M;M
1,F,NA,B,U,U,2,W;W,M;M
1,F,NA,B,U,U,2,W;W,M;M
1,N,NA,B,U,U,2,W;W,M;M
1,N,NA,B,U,U,2,W;W,M;M
1,N,NA,B,M,25,3,W;W;W,M;M;M
1,N,NA,B,M,18,1,W,M
1,N,NA,B,M,22,1,B,M
1,N,NA,W,M,28,1,W,M
1,F,NA,B,M,41,3,W;W;W,M;M;M
1,N,NA,W,F,34,1,W,M
1,N,NA,W,M,24,1,W,M
1,N,NA,B,M,20,1,W,M
1,N,NA,W,M,29,2,B;W,M;F
1,N,NA,W,F,45,3,W;W;W,M;M;M
1,N,NA,W,M,45,1,W,M
1,F,NA,B,M,23,2,W;W,M;M
1,F,NA,B,M,23,5,W;W;W;W;W,M;M;M;M;F
1,N,NA,W,M,44,2,W;W,M;M
1,F,NA,B,M,30,1,W,M
1,N,NA,W,M,37,1,W,M
1,N,NA,U,U,U,1,W,M
1,N,NA,B,M,19,2,,U
1,N,NA,B,M,28,1,W,M
1,N,NA,W,M,37,1,W,M
1,N,NA,B,M,37,1,W,F
1,F,NA,B,M,27,1,W,M
1,N,NA,B,M,34,2,W;W,M;F
1,N,NA,B,M,28,1,W,M
1,F,NA,B,M,27,1,W,M
1,N,NA,B,M,20,1,W,M
1,N,NA,B,U,U,2,W;W,M:M
1,N,NA,B,U,U,2,W;W,M:M
1,N,NA,A,U,U,2,W;W,M:M
1,N,NA,B,M,21,1,W,M
1,N,NA,O,M,21,1,W,M
1,F,NA,B,M,33,3,W;W;W,M;M;M
1,F,NA,B,M,25,1,W,M
1,N,NA,B,M,17,1,W,M
1,N,NA,B,M,27,2,W;W,M;M
1,F,NA,W,F,43,1,W,M
1,N,NA,A,M,33,1,W,M
1,N,NA,B,M,U,1,B,M
1,F,NA,B,M,25,2,W;W,M;M
1,N,NA,W,M,37,1,W,M
1,N,NA,B,M,41,2,W;W,M;M
1,F,NA,B,M,31,3,W;W;W,M;M;M
1,F,NA,B,M,47,3,W;W;W,M;M;M
1,N,NA,L,M,31,1,W,M
1,F,NA,W,M,50,3,W;W;W,M;M;M
1,N,NA,B,M,20,1,W,M
1,F,NA,W,M,51,1,W,M
1,N,NA,W,U,U,1,W,M
1,N,NA,W,U,U,1,W,M
1,N,NA,W,U,U,1,W,M
1,N,NA,B,M,U,2,B;W,M;M
1,N,NA,W,U,U,1,W,M
1,N,NA,B,U,U,1,W,M
1,N,NA,B,M,39,1,W,M
1,N,NA,U,U,U,2,W;W,M;M
1,N,NA,B,M,22,2,H;O,M;F
1,F,NA,W,M,42,1,W,M
1,N,NA,B,M,23,1,W,M
1,N,NA,U,M,U,1,W,M
1,N,NA,W,M,50,2,W;W,M;M
1,N,NA,L,M,19,1,W,M
1,N,NA,B,M,19,1,W,F
1,F,NA,U,M,U,3,,U
1,F,NA,B,U,U,7,W;W;B;W;W;W;W,M;M;M;M;M;M;M
1,F,NA,B,U,U,7,W;W;B;W;W;W;W,M;M;M;M;M;M;M
1,N,NA,W,M,47,1,W,M
1,F,NA,W,M,44,1,W,M
1,N,NA,B,M,26,1,W,M
1,N,NA,B,M,15,1,W,M
1,F,NA,W,M,53,2,,U
1,N,NA,W,F,4,1,B,M
1,N,NA,A,M,25,1,W,M
1,F,NA,B,M,25,2,W;W,F;F
1,F,NA,B,M,51,1,W,M
1,F,NA,W,M,22,2,W;W,M;M
1,F,NA,B,M,21,1,W,M
1,N,NA,B,M,19,1,B,F
1,N,NA,B,M,27,1,W,M
1,N,NA,B,M,42,1,W,M
1,F,NA,B,M,18,5,,U
1,F,NA,B,M,21,1,W,F
1,N,NA,B,M,U,2,W;W,M;M
1,N,NA,W,M,26,1,W,F
1,F,NA,B,M,21,1,W,M
1,N,NA,B,M,30,1,W,M
1,F,NA,B,M,13,1,W,M
1,F,NA,W,M,33,1,W,F
1,N,NA,O,M,27,1,W,M
1,N,NA,B,M,37,2,W;W,M;M
1,F,NA,B,M,20,3,W;W;W,M;M;M
1,N,Y,L,M,20,1,H,M
1,N,Y,W,M,42,1,H,M
1,N,N,L,M,20,2,H;H,M;M
1,F,N,L,M,32,5,W;W;W;W;W,M;M;M;M;M
1,N,Y,W,M,60,1,W,M
1,F,Y,B,M,21,2,W;H,M;M
1,N,Y,B,M,21,1,B,M
1,F,Y,W,M,32,2,H;W,M;M
1,N,N,B,M,28,1,W,M
1,N,Y,B,M,35,1,W,M
1,N,N,B,M,34,1,W,M
1,N,N,B,M,53,1,A,M
1,N,Y,B,M,30,2,W;W,M;M
1,F,Y,B,M,21,1,H,M
1,N,Y,L,M,28,2,W;W,M;M
1,N,N,B,M,37,1,W,M
1,F,Y,B,M,37,2,W;H,M;M
1,F,N,L,U,U,3,W;W;W,M;M;M
1,N,N,L,U,U,3,W;W;W,M;M;M
1,F,N,L,M,22,1,B,M
1,N,Y,B,M,41,2,H;H,M;M
1,N,N,L,M,40,2,B;B,M;M
1,N,N,L,M,23,1,H,M
1,N,Y,L,M,42,1,W,M
1,N,Y,B,M,33,5,W;W;H;W;W,M;M;M;M;/M
1,F,Y,W,M,39,5,W;W;W;W;W,M;M;M;M;M
1,N,N,B,M,19,1,W,F
1,F,N,B,M,35,1,W,M
1,N,N,L,M,27,1,B,M
1,N,N,W,M,48,1,W,M
1,F,Y,W,M,47,4,H;W;W;W,M;M;M;M
1,F,N,W,M,26,1,W,F
1,F,N,W,M,34,1,W,M
1,N,Y,L,M,33,2,W;H,M;M
1,F,N,W,M,26,1,H,M
1,F,N,L,M,18,1,W,M
1,F,Y,W,M,U,4,W;W;W;NA,M;M;M;M
1,F,N,B,M,45,1,W,M
1,N,N,L,M,U,3,B;H;H,M;M;M
1,N,N,L,M,15,1,H,M
1,N,Y,B,M,U,1,W,M
1,F,Y,B,M,25,12,W;B;W;H;W;A;W;W;W;W;W;B,M;M;M;M;M;M;M;M;M;M;M;M
1,N,Y,A,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,N,N,W,M,53,1,B,M
1,F,Y,L,M,U,1,W,M
1,F,N,L,M,U,1,H,M
1,N,N,B,M,22,1,B,M
1,N,Y,B,M,U,1,W,M
1,N,N,B,M,41,1,W,M
1,N,Y,W,M,24,1,A,M
