NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NumberOfOfficers,OfficerRace,OfficerGender
1,F,N,B,M,25,1,W,M
1,N,N,B,U,U,1,B,M
1,N,N,B,U,U,1,B,M
1,N,N,B,M,35,2,W;W,M;M
1,N,N,L,M,24,1,H,M
1,N,N,B,M,19,1,H,M
1,N,Y,B,M,31,1,H,M
1,N,Y,L,M,30,1,B,M
1,F,Y,B,M,30,1,W,M
1,N,N,W,M,32,1,B,M
1,N,Y,W,F,25,1,H,M
1,N,N,L,M,26,1,W,M
1,F,Y,B,M,29,1,W,M
1,N,N,B,M,30,1,W,F
1,F,Y,B,M,26,3,W;W;A,M;M;M
1,N,Y,B,M,19,2,W;H,M;M
1,N,Y,L,M,39,1,W,M
1,N,Y,L,M,47,2,H;W,M;M
1,F,Y,W,M,53,1,W,M
1,F,N,B,M,U,1,B,M
1,F,Y,B,M,21,1,B,M
1,N,N,U,U,U,1,W,M
1,N,N,B,M,21,1,W,M
1,F,N,L,M,19,3,H;W;W,M;M;M
1,N,Y,L,M,22,2,W;W,M;M
1,N,Y,B,M,U,1,H,M
1,N,Y,B,M,26,2,H;W,M;M
1,N,Y,L,M,U,1,W,M
1,F,Y,W,M,30,3,A;W;H,M;M;M
1,N,N,L,M,37,1,H,M
1,F,Y,B,M,34,1,W,M
1,N,Y,L,M,39,1,B,M
1,N,N,B,M,U,1,W,M
1,N,N,L,U,U,1,B,F
1,N,N,L,U,U,1,B,F
1,F,Y,W,M,31,2,W;W,M;M
1,N,N,W,M,23,2,W;B,M;M
1,N,N,B,F,33,1,W,M
1,N,Y,L,M,17,1,W,M
1,F,Y,W,M,35,16,W;W;W;W;W;W;H;H;W;W;W;A;H;W;B;H,M;M;M;M;M;M;F;F;M;M;M;M;M;M;M;M
1,F,N,B,F,38,1,B,M
1,N,N,B,M,36,2,W;W,M;M
1,N,Y,L,M,47,1,W,M
1,N,Y,B,M,25,1,H,M
1,N,Y,B,M,18,1,W,M
1,N,N,B,M,U,2,W;W,F;M
1,F,Y,B,M,19,1,B,M
1,N,N,B,M,47,2,W;H,M;F
1,F,Y,B,M,33,3,H;W;B,M;M;M
1,N,Y,L,M,22,1,B,M
1,F,N,W,M,27,1,W,M
1,N,Y,L,M,28,1,W,M
1,N,Y,U,U,46,1,B,M
1,F,N,L,M,19,1,B,M
1,N,N,B,M,21,1,B,M
1,N,Y,B,M,U,1,W,M
1,F,N,B,M,31,1,W,M
1,N,Y,L,M,20,1,W,M
1,N,Y,W,M,52,2,W;W,M;F
1,N,Y,B,M,20,1,L,M
1,F,Y,B,M,29,1,H,M
1,F,Y,L,M,U,1,W,M
1,F,Y,L,M,18,1,H,M
1,F,N,B,M,U,9,W;W;B;B;W;H;B;W;H,M;M;M;M;F;M;M;M;M
1,N,Y,B,M,31,1,W,M
1,N,Y,B,M,U,1,B,M
1,F,Y,L,M,24,2,W;W,M;M
1,F,Y,W,M,57,3,H;W;B,M;M;M
1,N,Y,B,M,U,1,W,M
1,N,NA,B,U,U,2,W;B,M;M
1,N,NA,B,U,U,2,W;B,M;M
1,N,NA,B,M,24,1,W,M
1,N,NA,B,M,25,1,O,M
1,F,NA,B,M,38,2,W;B,M;M
1,F,NA,B,M,24,11,U;B;U;U;U;U;U;U;U;U;B,U;M;U;U;U;U;U;U;U;U;M
1,N,NA,B,M,17,1,B,M
1,N,NA,B,M,22,1,W,M
1,N,NA,B,M,18,1,B,M
1,N,NA,U,U,U,1,W,M
1,N,NA,B,M,25,2,B;B,M;M
1,F,NA,B,M,68,1,W,M
1,F,NA,L,M,18,1,L,M
1,N,NA,B,M,46,3,W;W;B,M;M;M
1,N,NA,B,M,17,2,B;B,F;M
1,N,NA,B,M,19,1,B,M
1,F,NA,B,M,21,2,B;W,M;M
1,F,NA,B,M,52,2,W;B,M;M
1,N,NA,B,M,34,1,B,M
1,N,NA,U,U,U,1,B,M
1,N,NA,B,M,23,1,W,M
1,F,NA,B,M,19,1,B,M
1,N,NA,B,M,40,2,B;B,M;M
1,N,NA,B,M,19,3,B;B;B,F;M;M
1,N,NA,B,M,18,1,B,M
1,F,NA,B,M,39,1,B,M
1,N,NA,B,M,24,1,B,F
1,N,NA,B,U,U,3,B;B;L,M;M;M
1,N,NA,U,U,U,3,B;B;L,M;M;M
1,N,NA,B,M,28,2,B;W,M;M
1,N,NA,B,M,U,1,W,M
1,F,NA,B,M,27,1,W,M
1,F,NA,B,M,24,1,B,M
1,N,NA,B,M,26,1,B,F
1,N,NA,B,M,24,1,B,M
1,N,NA,B,M,54,1,B,M
1,F,NA,B,M,17,2,B;B,M;M
1,N,NA,B,M,16,1,B,F
1,F,NA,A,M,44,1,B;W,M;M
1,U,NA,U,U,U,1,W,M
1,F,NA,O,M,20,2,W;W,M;M
1,F,NA,B,M,44,1,B,M
1,N,NA,B,M,43,1,B,M
1,F,NA,B,M,29,1,W,M
1,U,NA,B,M,U,1,B,M
1,N,NA,B,F,63,1,B,M
1,N,NA,B,M,30,1,B,M
1,N,NA,B,M,34,1,W,F
1,F,NA,A,M,34,1,W,M
1,N,NA,B,M,35,1,B,M
1,N,NA,B,M,18,1,B,M
1,F,NA,B,M,51,1,B,M
1,F,NA,W,M,31,1,B,M
1,N,NA,B,M,19,1,B,M
1,N,NA,W,M,20,1,B,M
1,N,NA,B,M,37,1,B,M
1,N,NA,B,M,29,1,B,M
1,N,NA,B,M,21,2,B;B,M;M
1,N,NA,B,M,26,1,W,M
1,N,NA,B,M,29,3,W;W;W,M;M;M
1,N,NA,B,U,U,1,W,M
1,N,NA,U,U,U,1,W,M
1,U,NA,U,U,U,NA,,U
1,U,NA,U,U,U,NA,,U
1,U,NA,U,U,U,NA,,U
1,U,NA,U,U,U,NA,,U
1,U,NA,U,U,U,NA,,U
1,F,Y,L,M,62,4,W;H;W;W,M
1,N,Y,B,M,22,2,W;W,M;M
1,N,N,L,M,26,2,W;H,M;M
1,N,N,L,M,24,1,H,M
1,N,N,W,M,32,1,W,M
1,F,Y,L,M,33,2,W;W,M;M
1,N,Y,L,M,33,2,H;H,M;M
1,N,Y,B,U,U,1,H,M
1,N,Y,B,U,U,1,H,M
1,N,Y,W,M,33,1,W,M
1,N,Y,W,M,36,4,H;W;H;O,M;M;M;M
1,N,N,W,M,57,1,B,M
1,F,Y,L,M,36,3,W;Other:B,M;M;M
1,F,Y,W,M,33,1,W,M
1,F,N,L,M,21,4,H;W;W;W,F;M;M;M
1,N,N,B,M,24,1,W,M
1,F,N,U,M,35,1,W,M
1,N,N,B,M,27,1,W,M
1,F,Y,L,M,35,2,W;W,M;M
1,N,Y,W,M,36,1,H,M
1,F,Y,W,M,32,2,H;W,M;M
1,F,N,L,M,40,1,W,M
1,N,N,W,M,57,3,W;W;W,M;M;M
1,N,N,B,U,U,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,Y,W,M,39,1,H,M
1,F,Y,L,M,23,1,B,M
1,F,N,L,M,35,2,W;W,M;M
1,N,N,L,U,U,5,W;O;W;W;W,M;M;M;M;M
1,N,Y,L,U,U,5,W;O;W;W;W,M;M;M;M;M
1,N,Y,L,U,U,5,W;O;W;W;W,M;M;M;M;M
1,N,N,L,U,U,5,W;O;W;W;W,M;M;M;M;M
1,F,Y,L,U,U,5,W;O;W;W;W,M;M;M;M;M
1,N,N,W,U,U,1,H,F
1,N,N,W,U,U,1,H,F
1,F,N,L,F,17,2,W;W,M;M
1,N,Y,L,U,U,2,W;W,M;M
1,F,Y,L,U,U,2,W;W,M;M
1,N,N,L,U,U,1,W,M
1,N,N,L,U,U,1,W,M
1,F,Y,L,M,28,2,B;B,M;M
1,N,N,B,M,27,1,W,M
1,N,N,W,M,42,1,W,M
1,F,Y,L,M,33,4,W;W;W;W,F;M;F;M
1,N,N,W,M,17,2,W;W,M;M
1,N,N,W,M,43,1,B,M
1,F,N,W,M,36,1,W,M
1,F,Y,B,M,29,1,W,M
1,N,N,W,M,58,1,W,M
1,F,Y,W,M,30,1,W,M
1,N,Y,W,M,32,1,B,M
1,N,Y,B,M,28,2,W;W,M;M
1,N,N,B,M,33,1,W,M
1,F,Y,W,M,36,2,W;W,M;M
1,N,Y,W,M,26,1,W,M
1,F,N,W,M,32,2,W;W,M;M
1,N,Y,B,M,20,1,W,M
1,F,N,W,M,62,1,W,M
1,N,Y,W,M,32,1,W,M
1,N,Y,L,M,17,1,W,M
1,N,Y,B,M,18,2,B;W,M;M
1,F,N,L,M,49,1,H,M
1,N,Y,W,M,24,1,W,M
1,F,Y,W,M,20,2,W;H,M;M
1,F,Y,W,M,58,1,W,M
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,U,NA,U,U,U,NA,U,U
1,N,N,W,M,20,1,L,M
1,N,N,U,M,38,1,L,M
1,N,N,W,M,32,1,W,M
1,F,Y,W,M,47,3,W;W;W,M;M;M
1,F,N,W,M,37,1,W,M
1,F,Y,W,M,33,1,W,F
1,N,N,L,M,57,1,L,M
1,N,N,L,M,15,1,U,M
1,F,Y,W,M,22,3,L;W;W,F;M;M
1,F,N,W,M,29,1,W,M
1,N,N,W,M,29,1,U,U
1,F,N,W,M,22,1,W,M
1,F,Y,W,M,22,2,L;W,M;M
1,F,N,L,M,56,1,W,M
1,N,Y,W,M,41,1,W,M
1,F,N,W,M,38,1,W,M
1,N,Y,W,M,20,2,W;W,M;M
1,N,N,W,M,21,1,W,F
1,N,N,L,M,32,3,W;L;U,M;U;U
1,F,N,B,M,33,6,L;W;U;U;U;U,M;M;U;U;U;U
1,F,N,W,M,22,5,W;W;A;U;U,M;M;M;U;U
1,N,N,U,M,25,1,U,M
1,N,N,U,M,50,1,U,M
1,N,N,U,U,U,1,U,U;M
1,F,Y,U,U,U,1,U,U;M
1,N,N,U,M,37,3,U,U;U;M
1,N,N,U,U,U,1,U,U
1,N,Y,U,M,U,2,U,M;M
1,F,N,U,M,28,1,U,M
1,F,N,U,M,49,1,U,M
1,F,N,U,M,U,2,U,U;M
1,N,Y,B,U,U,1,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,M,61,2,U,U;M
1,F,Y,U,M,34,2,U,U;M
1,F,N,U,M,46,1,U,M
1,N,Y,B,M,17,1,U,U
1,N,U,W,M,22,1,W,M
1,F,Y,W,M,70,3,W;B;W,M;M;M
1,F,N,W,M,21,1,W,M
1,F,N,W,M,35,1,H,M
1,N,N,B,M,18,1,W,M
1,N,N,W,M,29,1,W,M
1,N,Y,B,M,29,1,W,M
1,N,Y,W,M,62,3,H;H;A,M;M;M
1,F,Y,W,M,53,3,W;W;H,M;M;M
1,N,N,W,M,21,1,W,M
1,F,N,W,M,27,1,W,M
1,F,Y,W,M,U,1,U,U
1,F,Y,W,M,40,2,W;W,M;M 
1,N,Y,B,M,22,1,W,M
1,N,Y,B,M,46,1,W,M
1,N,N,B,M,35,1,W,M
1,U,U,L,M,24,1,W,M
1,N,Y,W,M,53,1,W,M
1,F,N,W,M,24,1,W,M
1,N,N,B,M,20,3,H;B;W,M;M;M
1,N,Y,W,M,34,1,W,M
1,F,Y,B,M,29,2,W;B,F;M
1,N,Y,W,M,25,1,W,M
1,N,Y,L,M,23,1,W,M
1,F,N,B,M,32,1,W,M
1,F,Y,W,M,42,2,W;W,M;M
1,N,Y,L,M,46,1,W,M
1,N,Y,L,M,28,1,H,M
1,F,Y,B,M,31,2,W;H,M;M
1,F,Y,B,M,29,1,W,M
1,F,N,W,M,22,2,W;U,M;U
1,N,N,W,M,35,1,W,M
1,N,N,L,M,17,1,B,M
1,F,N,W,F,46,1,U,U
1,N,N,W,M,55,1,W,M
1,F,Y,W,M,72,1,W,M
1,F,N,B,M,37,1,B,M
1,F,Y,L,M,17,1,W,M
1,N,N,B,M,54,1,W,M
1,F,Y,U,M,34,1,W,M
1,N,U,B,M,33,1,H,M
1,N,Y,W,M,18,1,W,M
1,F,Y,U,M,30,1,W,M
1,F,Y,W,M,47,1,U,U
1,N,Y,B,M,39,1,W,M
1,N,N,U,M,U,2,U,U
1,F,N,U,M,U,2,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,2,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,1,U,U
1,F,N,U,U,U,2,U,U
1,N,Y,U,U,U,1,U,U
1,N,N,U,U,U,3,U,U
1,N,N,U,U,U,1,U,U
1,F,N,U,U,U,1,U,U
1,F,N,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,U
1,F,Y,U,U,U,2,U,U
1,F,Y,U,U,U,1,U,U
1,F,N,U,M,U,2,U,U
1,N,N,U,M,U,1,U,U
1,N,N,U,U,U,1,U,U
1,F,N,U,U,U,2,U,U
1,N,Y,U,M,U,1,U,U
1,F,Y,U,U,U,1,U,U
1,N,N,L,M,35,1,L,M
1,F,Y,L,U,U,2,L;A,M;M
1,N,N,B,U,U,2,L;A,M;M
1,N,Y,B,M,29,1,L,M
1,N,N,B,M,21,2,H;U,M;U
1,N,N,L,U,U,2,W;L,M;M
1,N,N,U,U,U,2,W;L,M;M
1,N,Y,L,M,28,3,W;W;L,M;M;M
1,N,Y,B,U,U,1,A,M
1,N,N,U,U,U,1,A,M
1,F,Y,B,M,26,2,W;U,M;U
1,N,N,L,M,40,1,L,M
1,N,Y,L,M,21,1,A,M
1,N,Y,A,U,U,2,B;B,M;M
1,N,Y,A,U,U,2,B;B,M;M
1,N,N,W,M,29,1,B,F
1,N,N,L,U,U,1,W,M
1,N,Y,L,U,U,1,W,M
1,N,Y,B,M,23,1,W,M
1,U,Y,B,M,U,1,W,M
1,F,N,W,M,47,1,W,F
1,N,N,U,U,U,1,B,M
1,F,N,U,U,U,1,B,M
1,N,N,B,M,47,1,B,F
1,F,N,L,M,21,1,W,M
1,N,N,B,M,28,1,L,M
1,N,Y,B,M,17,3,A;L;L,M;M;M
1,N,N,B,U,U,1,B,M
1,N,N,B,U,U,1,B,M
1,N,Y,L,M,23,1,L,M
1,N,N,B,M,23,2,W;W,M;M
1,F,Y,B,M,46,2,W;W,M;M
1,N,N,B,M,29,1,W,M
1,F,Y,B,M,26,1,W,M
1,F,Y,B,M,33,1,W,M
1,F,N,L,M,54,1,W,F
1,F,N,B,M,27,1,B,M
1,N,Y,L,M,44,1,B,M
1,F,Y,L,M,28,1,L,M
1,N,N,L,M,24,1,L,M
1,N,N,B,M,33,3,W;L;L,M;M;M
1,N,N,B,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,N,Y,B,U,U,1,L,M
1,N,Y,L,M,51,2,W;W,M;M
1,N,Y,B,M,17,1,L,M
1,N,U,B,U,U,1,W,M;M
1,N,U,B,U,U,1,W,M;M
1,F,Y,L,M,28,2,W;L,M;F
1,N,N,B,U,U,1,B,M
1,N,Y,B,U,U,1,B,M
1,N,Y,L,M,52,1,W,M
1,N,N,W,U,U,1,A,M
1,N,N,W,U,U,1,A,M
1,F,Y,W,U,U,4,W;L;W;W,M;M;M;M
1,N,N,W,U,U,4,W;L;W;W,M;M;M;M
1,N,N,W,M,30,1,W,M
1,N,Y,B,U,U,2,W;L,M;M
1,N,N,U,U,U,2,W;L,M;M
1,N,N,U,U,U,2,W;L,M;M
1,N,N,U,U,U,2,W;L,M;M
1,N,Y,B,U,U,1,L,M
1,N,Y,B,U,U,1,L,M
1,N,Y,B,M,23,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,N,B,M,27,1,B,M
1,F,Y,W,M,34,1,W,M
1,N,N,B,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,F,Y,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,U,N,U,U,U,1,B,M
1,F,N,U,U,U,1,B,M
1,F,Y,L,M,36,2,B;W,M;M
1,N,Y,B,M,33,1,W,M
1,N,N,U,U,U,1,B,M
1,N,N,U,U,U,1,B,M
1,N,N,W,U,U,1,B,M
1,N,Y,W,M,22,1,L,M
1,N,N,L,U,U,2,B;W,M;M
1,N,N,W,U,U,2,B;W,M;M
1,N,Y,L,M,26,1,W,M
1,N,N,B,M,38,2,L;B,M;M
1,N,N,B,M,26,1,W,M
1,F,N,W,M,63,2,W;L,M;M
1,F,N,L,M,33,2,W;W,M;M
1,N,Y,L,M,22,1,L,M
1,F,Y,B,M,56,1,W,M
1,N,Y,U,M,U,1,W,M
1,N,Y,A,U,U,3,W;W;L,M;M;M
1,N,Y,B,U,U,3,W;W;L,M;M;M
1,N,Y,B,U,U,3,W;W;L,M;M;M
1,F,Y,U,U,U,1,L,M
1,N,Y,U,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,N,Y,L,U,U,2,L;W,M;M
1,N,N,L,U,U,2,L;W,M;M
1,N,Y,U,U,U,1,W,M
1,N,Y,L,M,20,1,A,M
1,N,N,L,M,19,1,L,M
1,N,N,L,M,22,1,B,M
1,N,Y,L,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,L,M,35,1,L,M
1,N,Y,L,M,34,1,L,M
1,N,N,U,U,U,1,W,M
1,N,Y,U,U,U,1,W,M
1,N,Y,L,M,26,2,B;L,M;M
1,N,N,B,M,47,1,B,M
1,F,Y,B,U,U,2,L;L,M;M
1,N,Y,B,U,U,2,L;L,M;M
1,N,Y,B,M,20,2,W;L,M;M
1,N,Y,W,M,49,1,W,M
1,F,Y,B,M,38,2,L;L,M;M
1,F,N,B,M,37,1,B,M
1,N,N,L,M,21,1,B,M
1,N,N,W,M,36,1,W,M
1,F,Y,B,M,69,1,W,M
1,N,N,W,M,U,1,B,M
1,F,N,B,M,26,1,L,M
1,F,Y,L,M,26,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,N,N,B,U,U,1,W,M
1,N,Y,L,M,23,2,L;L,M;M
1,N,Y,B,M,23,1,L,M
1,N,N,B,N/A,U,1,A,N
1,N,Y,B,U,U,1,W,M
1,N,N,U,U,U,1,W,M
1,F,Y,B,M,24,2,W;W,M;M
1,N,Y,W,F,40,2,W;B,M;M
1,N,N,B,M,21,1,W,M
1,N,Y,B,U,U,3,L;W;W,M;M;M
1,N,N,B,U,U,3,L;W;W,M;M;M
1,F,Y,B,U,U,3,L;W;W,M;M;M
1,F,Y,W,M,27,1,W,M
1,N,N,W,M,55,1,B,M
1,N,Y,B,M,34,1,W,M
1,F,N,B,M,22,1,L,M
1,N,N,L,M,20,1,L,M
1,N,N,L,M,25,1,B,M
1,F,Y,B,U,U,2,W;W,M;M
1,F,Y,B,U,U,2,W;W,M;M
1,N,Y,B,U,U,2,W;W,M;M
1,N,N,B,M,21,1,W,M
1,N,Y,B,M,29,1,W,M
1,N,Y,B,M,37,1,L,M
1,N,Y,W,M,21,2,A;A,M;M
1,N,N,B,M,18,1,W,M
1,U,Y,B,M,U,1,B,M
1,N,Y,L,M,22,1,L,M
1,N,N,L,M,29,2,W;W,M;M
1,F,Y,L,M,19,1,L,M
1,N,N,B,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,L,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,N,Y,B,M,20,1,L,M
1,F,Y,B,F,20,1,A,M
1,N,Y,B,M,32,1,L,M
1,N,Y,B,M,43,1,W,M
1,N,Y,B,U,U,1,L,M
1,N,Y,B,U,U,1,L,M
1,F,N,W,M,24,1,B,M
1,N,N,U,U,U,1,W,M
1,N,N,B,M,41,1,W,M
1,U,N,B,M,U,1,B,M
1,F,Y,B,M,26,2,W;U,M;U
1,N,N,B,M,23,1,B,M
1,N,N,L,M,32,1,L,M
1,N,N,B,U,U,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,Y,L,M,N/A,1,W,M
1,F,N,B,M,34,1,W,M
1,N,Y,B,M,32,1,L,M
1,N,Y,U,U,U,1,L,M
1,N,Y,B,U,U,1,L,M
1,F,N,W,M,32,1,L,M
1,N,N,B,U,U,1,W,M
1,N,N,U,U,U,1,W,M
1,N,Y,B,U,U,1,W,M
1,N,N,L,M,51,2,W;W,M;M
1,N,Y,B,M,69,1,B,M
1,F,N,U,U,U,1,L,M
1,N,N,U,U,U,1,L,M
1,F,N,L,U,U,1,W,M
1,N,N,L,U,U,1,W,M
1,N,N,B,M,41,1,B,M
1,N,N,L,U,U,3,A;L;B,M;M;M
1,N,Y,L,U,U,3,A;L;B,M;M;M
1,N,U,L,M,U,1,L,M
1,N,N,L,U,U,2,W;W,M;M
1,N,N,L,U,U,2,W;W,M;M
1,N,N,B,M,54,1,W,M
1,F,N,B,M,46,1,L,M
1,U,N,B,U,U,1,L,M
1,N,N,B,U,U,1,L,M
1,N,Y,B,M,31,1,B,M
1,F,N,B,M,26,1,A,M
1,N,Y,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
1,N,N,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
1,N,Y,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
1,F,N,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
1,F,Y,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
1,N,Y,B,U,U,6,W;W;W;W;W;W,M;M;M;M;M;M
